user_id,식료품,의류,가전제품,스포츠용품,교통,미용,의료,여행,문화,음식점,주류,통신,가정용품,도서,유류비,반려동물,유아용품,교육,현재 소득,현재 지출,저축,금융 자산,부채 금액,재무적 안정성,대출 상환능력,신용 점수,투자 수익률,부동산 보유량
913,2573,2167,6598,390,962,377,1983,13,142,318,2091,46,488,20,2040,57,104,3513,40348,32920,1151,42369,2357,3,88,588,46,9
914,21,1119,7142,36,770,205,1810,340,369,2258,2831,55,504,67,1138,139,190,3295,28491,41719,7699,26259,32467,10,13,717,-19,7
915,1068,1533,4211,348,134,147,1591,316,200,1113,719,20,272,199,1073,8,19,1597,56070,26578,17998,87486,3110,1,95,348,-23,5
916,3705,1104,708,267,424,324,1748,719,233,721,1993,97,561,136,190,134,146,1390,22948,23549,5560,85890,40079,4,50,350,5,10
917,1773,1414,6601,497,970,60,2317,694,135,2031,2124,14,312,47,526,93,150,1722,24640,46436,29679,69851,16019,7,19,770,-36,6
918,2343,469,3515,459,928,159,1593,207,435,1785,2578,9,5,77,1020,16,185,639,47204,10303,12703,28008,36395,0,84,776,-15,6
919,1068,610,8512,364,597,386,877,828,395,328,1454,14,502,189,431,163,157,4195,23329,65240,28184,27855,26262,2,30,757,-41,1
920,1781,2864,4151,414,194,266,1540,934,426,727,849,84,145,178,903,18,13,921,21245,61186,9574,77767,1711,8,53,667,-3,9
921,1399,2554,2254,214,55,351,955,760,13,1777,78,51,193,102,1074,89,35,1965,54158,32041,24176,35129,39643,5,83,810,12,5
922,1162,1781,6518,240,454,89,1736,174,500,1801,1256,92,505,170,1684,147,8,2004,56155,33429,8013,77990,40804,2,40,522,-9,1
923,3398,1163,542,332,982,380,2588,72,493,541,2797,29,149,124,2277,191,162,3906,42955,50264,11360,12965,17584,5,67,554,44,0
924,2951,598,3416,104,619,134,2265,996,495,2338,2787,33,475,133,2455,192,182,849,53287,19881,18297,95231,2617,10,1,683,-21,7
925,3254,769,1259,315,464,397,333,601,495,719,672,67,147,55,1045,193,164,844,21425,32592,25745,78882,43321,4,62,537,25,3
926,3659,2060,1312,155,210,233,581,755,8,828,2448,64,9,146,1872,113,182,1006,43856,29954,29806,60770,46604,7,88,433,10,5
927,2996,1251,2339,200,255,88,2650,268,296,887,2032,2,101,112,252,107,137,3376,56637,52910,22338,4600,11411,4,0,732,31,9
928,3966,1282,2250,323,638,267,906,563,317,2508,2446,4,314,17,944,65,172,4355,49831,44220,24981,66880,30896,7,53,482,-24,4
929,1305,1248,7729,440,803,341,209,915,22,547,2019,76,394,67,867,138,146,3916,41660,43206,26227,31929,30743,4,51,427,5,10
930,3959,2706,9317,252,270,299,941,407,443,2200,1358,86,91,96,1806,150,50,1603,58514,38157,26340,66300,25335,9,28,563,-29,1
931,1821,1163,3297,396,975,229,2402,541,479,2011,2168,13,266,155,1142,124,171,513,36253,27855,19627,96602,42611,5,22,771,-1,8
932,3904,402,2489,128,798,305,248,521,246,1191,2582,90,214,82,2119,76,99,3562,58821,57464,15393,94712,7451,5,74,499,23,3
933,3646,2830,1966,485,311,329,2864,242,298,2575,2354,53,11,126,2785,8,105,3921,46676,39936,10958,186,34223,5,23,771,27,6
934,1134,1053,2223,476,880,378,1736,57,75,1095,2441,45,470,162,1,108,83,2501,38958,11745,25476,17561,8059,7,1,656,24,4
935,2408,1452,2424,96,679,343,720,701,211,2418,133,53,314,22,2198,171,174,3620,49242,10033,11842,39922,12212,9,75,752,24,10
936,3214,2635,7079,230,255,357,768,198,29,769,2829,21,404,32,2822,163,16,1568,26283,10012,16296,74856,10276,0,98,827,42,10
937,201,1728,2941,328,903,246,2580,833,3,2302,1008,23,63,99,574,188,54,46,35991,34792,4500,29616,35589,9,16,624,16,5
938,181,296,5728,488,583,61,2946,366,431,1842,1007,46,385,94,2775,157,136,1407,34581,60081,18936,56975,18068,5,78,506,48,5
939,4633,336,6768,459,841,257,58,970,191,2871,1824,100,54,31,1699,167,30,4918,36264,28922,3947,89971,2047,1,12,626,38,6
940,904,1454,5309,165,28,107,1729,556,246,2179,1110,26,450,126,2813,23,72,3007,58880,56701,13869,23559,3011,5,63,690,21,5
941,1658,2833,9133,233,634,287,2510,627,151,2274,1281,25,548,119,1772,163,6,4688,33306,22491,5677,38638,6321,5,58,626,-8,1
942,1585,1875,6581,450,618,26,827,221,86,1826,1439,53,275,118,1764,132,168,4827,47698,29891,29971,28929,6978,3,13,575,-15,8
943,3019,719,1983,107,180,316,1730,558,18,1201,2543,72,382,84,2533,111,163,4634,28339,62258,7363,8555,3894,5,72,674,-39,0
944,513,1599,2679,271,820,305,2400,201,410,2555,270,1,321,164,1260,156,194,3672,25221,52025,25741,56950,17366,0,1,638,-34,9
945,15,1113,2497,453,130,35,422,930,382,1136,2799,39,330,10,1084,32,50,4891,44901,12172,13154,76222,22782,4,25,491,25,8
946,3190,628,3821,146,539,486,2664,324,136,1433,1706,74,264,94,2211,2,152,3329,29356,57576,14522,79651,32140,2,56,795,-48,8
947,4494,1012,4758,438,441,59,1386,549,162,2944,142,14,556,171,2772,190,36,1267,56135,41959,4877,59413,49744,1,75,326,43,2
948,764,970,9903,328,606,223,2462,52,171,2637,2903,1,74,15,2341,100,167,2168,33839,21820,19750,81193,13253,5,78,588,50,1
949,4589,1380,2877,167,774,157,2618,13,311,2720,987,93,452,180,487,93,162,1286,57711,11027,27895,30694,17290,1,31,780,16,4
950,1609,1226,8033,200,773,454,1347,277,409,394,449,82,232,45,663,1,106,3556,48156,64552,17582,91628,18037,0,5,531,6,0
951,4015,681,8829,250,104,262,2204,985,81,1565,167,66,39,181,2375,3,192,3803,55635,60646,405,36729,4301,3,62,409,27,8
952,44,1863,5072,396,847,174,227,90,109,148,1884,27,372,25,2201,188,141,2118,56365,14034,8440,62533,37711,9,80,546,30,5
953,2052,2842,8091,187,808,118,2323,531,79,2662,1582,60,496,164,2926,75,118,1851,49091,29233,27805,59068,25881,3,48,495,-23,1
954,2047,1864,316,70,614,398,2056,181,487,2320,2132,63,308,133,18,124,196,4802,24583,13214,23851,77626,39241,5,34,572,32,8
955,4720,2363,2570,481,850,340,1416,173,233,1427,2671,95,598,192,2880,93,116,4281,54853,68322,12228,30736,4845,9,10,519,-50,7
956,3971,709,3100,194,515,403,1326,540,294,2565,356,1,200,109,2346,145,146,1095,44234,15948,6823,19793,44360,1,85,658,3,8
957,4976,2170,796,293,333,73,2076,717,177,1057,2786,85,60,98,2321,81,134,4650,56906,67444,2654,91396,47611,1,47,805,8,9
958,2839,797,4699,437,798,351,2260,341,12,2941,503,58,244,115,2451,15,180,2504,21042,42168,18467,12403,28688,7,64,507,-29,0
959,411,1466,5261,30,846,394,1825,909,246,1054,1826,61,556,142,1626,18,7,4941,56599,68840,14703,33636,2833,4,76,409,26,1
960,1361,536,7556,171,318,329,1042,722,280,305,919,84,127,34,2800,90,156,2391,41527,48780,2004,50034,19049,2,29,610,16,1
961,3705,2297,2985,59,284,308,682,255,349,2713,1436,11,3,182,380,166,17,564,43667,69512,22505,89376,39128,10,9,612,13,6
962,870,2180,6620,31,143,292,904,485,190,1620,45,82,59,35,1141,102,135,3356,27741,52220,8217,74308,48274,2,51,581,-3,3
963,2629,1058,4827,149,150,412,2335,806,81,1610,528,54,445,82,2698,37,100,4480,38951,25764,17225,66807,18110,5,47,736,-50,2
964,3006,1577,2387,216,434,2,929,846,352,1665,2194,83,277,23,953,164,64,3295,32644,62362,5386,27072,27428,9,10,364,-26,2
965,2118,2671,4984,76,726,115,520,34,449,996,2442,89,246,46,2899,161,129,1514,52900,65369,22361,12732,43625,1,90,493,-9,4
966,3683,780,7824,442,734,357,2974,387,144,2546,2446,99,28,192,1374,170,193,4422,56451,16124,2496,31135,17122,9,0,598,21,5
967,1059,1987,1022,371,573,157,688,998,433,2492,1567,71,63,6,1685,65,66,2424,50237,42620,21910,53036,44475,6,62,338,-3,7
968,2209,2400,4599,31,173,130,2172,800,199,1219,2862,88,515,60,1879,44,46,1846,30403,56689,16741,96959,48714,4,85,397,-41,4
969,2479,2229,3511,320,29,386,1846,978,86,2572,1255,85,291,155,2647,56,172,2923,47685,64835,29050,15157,33063,6,34,579,-42,6
970,933,178,3582,300,618,143,1143,442,161,581,1346,55,418,67,1322,89,78,1731,24384,13300,22450,82097,38791,6,52,713,-47,4
971,2029,2907,4392,75,863,95,312,736,148,55,2203,59,341,59,660,129,107,194,32855,28845,29113,20178,46132,4,10,312,-21,7
972,2685,2625,5956,367,341,208,2544,607,14,1859,1352,100,126,55,2414,10,23,2994,24525,10577,15754,17940,38291,0,17,596,42,10
973,3662,2583,4770,441,417,166,1038,617,241,1481,2057,44,569,35,294,161,133,1839,58715,39300,19213,77847,12533,3,52,518,26,6
974,1942,1742,2859,411,200,387,2605,432,236,838,2726,62,553,168,1397,99,129,4583,22559,21358,13553,52353,26309,2,53,423,6,6
975,1505,422,8706,266,63,236,2298,466,105,833,1219,10,329,33,992,98,2,3434,53676,12506,16542,29219,20716,6,47,466,19,8
976,4421,1704,991,287,50,425,1868,917,366,2889,32,95,300,41,2553,49,68,1031,55425,59466,28535,69091,2313,0,21,401,39,6
977,2878,561,6836,180,368,134,1547,507,465,1525,1579,33,484,123,1086,131,15,844,58778,57824,24295,7394,43073,9,14,570,-35,5
978,4113,2606,7198,145,63,111,2771,898,429,1344,873,24,446,90,2252,38,19,399,57685,62815,15859,56113,15374,10,35,420,-42,7
979,2429,2198,8797,258,293,382,1917,634,114,1961,2057,49,580,116,826,48,62,2404,23288,53586,5197,6909,5636,10,57,589,-35,5
980,5000,1024,9155,454,596,56,376,337,76,2105,1799,83,322,107,1477,197,135,1204,33670,26761,20139,20976,14981,0,58,342,49,7
981,1857,1469,3163,5,88,130,2315,670,252,1084,666,86,11,104,2648,138,40,125,21220,13236,19995,8975,20523,5,16,829,47,5
982,4122,508,9843,11,223,342,2464,928,185,1872,974,92,373,169,604,133,75,2263,38909,36519,7316,28281,15839,2,36,643,-8,8
983,4551,2064,4310,478,683,457,2669,480,190,2454,1858,71,196,162,2572,170,92,62,43363,16681,28858,97169,8180,10,62,739,-43,9
984,3601,1485,6775,192,0,251,1166,679,448,659,1158,25,327,157,2751,59,107,4592,39502,32551,1680,16760,47891,0,95,460,25,10
985,4135,1138,6690,368,852,460,192,950,119,2765,892,34,558,112,58,170,88,1820,53479,33545,3627,73008,16410,2,74,368,-48,6
986,1239,451,1151,393,751,222,330,409,287,1475,1439,12,390,107,2105,21,27,4408,20309,65002,17701,72845,30277,1,52,428,35,9
987,2907,1589,1317,316,661,99,2382,82,434,335,1107,34,241,29,2748,169,28,1966,26250,35113,21515,44847,35514,7,60,421,-1,5
988,2961,2003,7387,383,365,201,975,396,208,1673,2192,48,325,49,942,173,124,4194,29018,42958,14841,16826,17393,0,44,587,-33,0
989,4334,2185,3668,45,891,441,2511,738,172,1629,496,48,455,64,942,101,35,4644,39903,19774,26625,43493,36977,4,81,336,13,0
990,3865,1859,8966,64,401,462,2454,215,243,450,89,9,564,48,77,86,52,2959,30831,13205,26700,62859,21075,1,29,575,-3,5
991,4555,886,9631,434,533,252,2947,370,167,1534,2096,37,257,192,1258,117,67,1942,32303,60912,21058,89796,44004,5,6,426,-3,10
992,1852,1604,5946,254,633,410,1630,608,229,2503,1256,4,288,72,2305,146,85,1061,23075,38318,29785,7264,31387,6,56,520,-20,4
993,4079,1384,9655,22,116,170,626,384,280,1541,2630,13,241,70,624,106,168,4353,54366,51651,10928,65176,31458,3,1,815,-23,2
994,4117,234,9112,415,590,126,2831,938,81,2276,2953,32,15,101,1063,174,76,855,44058,31605,9337,32392,693,2,32,603,41,3
995,407,722,9146,14,824,83,748,505,19,1267,1330,49,585,77,1291,15,15,3669,34969,60227,1432,27293,6517,3,43,353,6,5
996,1963,1104,6067,215,868,454,1934,253,442,10,1243,92,43,102,780,122,120,3509,59829,56859,15115,7603,45647,3,78,808,-18,0
997,2886,2934,9912,120,236,47,1357,16,240,1582,2550,56,315,185,668,87,101,4100,57377,51928,27690,25772,37465,7,72,562,-36,6
998,1013,163,8360,91,390,5,2100,950,450,1685,184,24,252,21,962,44,113,4290,34654,53223,22059,43551,26460,5,38,786,-17,7
999,2831,1889,5902,452,741,256,1447,255,150,2439,531,53,140,56,1715,189,145,3997,44032,47555,8757,4786,25841,2,4,308,49,3
1000,4870,1269,2637,392,170,255,140,582,201,2070,711,83,114,3,1224,80,178,1031,41164,41175,14913,90848,22546,8,8,786,-14,5
1001,1823,149,7046,315,736,462,2602,172,430,2353,1035,9,213,41,1118,162,158,3253,47406,41459,22575,70401,49175,9,5,404,41,6
1002,3240,2898,1905,322,381,77,1986,443,179,1891,2734,46,268,99,890,123,93,2848,27493,54820,7806,62819,49724,2,37,333,34,1
1003,2584,1720,1260,231,479,349,1928,112,92,506,1025,31,336,26,2474,191,71,3450,36956,25468,6108,49845,9405,3,13,566,-49,8
1004,4219,2041,7740,446,394,101,1319,355,306,1957,2774,90,186,162,1610,189,196,646,22468,12356,10017,15320,25949,6,33,342,-43,4
1005,1765,317,2496,323,350,134,926,880,289,1725,2947,15,501,157,286,137,89,2153,57413,56302,8627,69777,7277,9,42,347,-25,5
1006,681,2229,7062,392,260,253,1671,687,117,955,1489,89,473,37,2124,35,126,1093,36396,23638,11397,15733,22365,4,60,822,-18,9
1007,3384,1049,6028,288,193,494,835,51,5,1556,1800,29,479,15,775,108,136,542,23635,12864,10143,3234,16810,6,5,403,20,6
1008,4426,2406,3772,4,484,164,1119,238,403,2252,1400,45,587,121,555,98,100,4648,31879,55118,9914,12518,19766,6,59,343,46,7
1009,4292,2867,4301,408,714,130,1501,334,322,172,1229,21,367,20,1350,17,37,439,57318,58185,6464,2895,19543,5,100,463,-1,9
1010,4609,1883,5169,300,697,312,2649,795,285,1681,1735,29,200,41,1781,124,47,4512,45336,40505,13244,95853,18977,2,39,731,-47,3
1011,1108,1378,9429,211,471,410,2274,421,347,791,1480,99,450,32,849,38,140,520,35557,37521,4213,65266,36920,5,40,639,19,0
1012,4085,502,1649,199,220,53,1756,263,464,2430,2575,39,279,122,801,35,128,2019,57600,28927,6347,6469,15046,3,41,342,-50,4
1013,1949,1275,9257,479,773,402,2957,970,458,1502,725,38,548,69,206,158,68,734,23696,53876,29249,78830,45087,0,50,450,-21,10
1014,1354,477,470,80,234,351,1242,233,485,1022,1692,28,487,126,634,192,48,234,52498,37019,10381,5101,14955,9,34,789,-7,3
1015,3981,1965,1776,290,678,161,794,858,274,1399,1043,1,573,114,1804,33,4,4459,31425,59447,25843,92360,36094,3,73,779,-39,6
1016,534,2375,5469,182,916,309,1912,677,482,707,453,43,578,52,2747,119,51,4514,57264,55974,19796,83288,28761,0,53,355,9,2
1017,2043,2394,6778,278,209,265,94,723,250,833,2291,26,407,149,2472,120,100,1595,54623,53164,26002,50382,4230,6,28,768,19,2
1018,287,1751,3072,23,451,455,1513,375,288,1505,1499,8,571,138,1088,161,186,1690,41440,60321,1255,30524,35108,8,1,514,46,2
1019,344,2899,7180,164,784,158,375,117,76,1637,700,59,557,139,1151,145,92,1387,37105,63162,6085,40068,4177,9,53,637,24,10
1020,3630,1551,4482,110,586,443,1143,712,7,2688,1682,28,387,80,1064,135,135,2714,29001,25329,3963,50653,47984,1,36,605,-1,7
1021,371,2850,8860,428,858,413,87,170,484,2448,158,14,217,111,500,58,146,4323,27485,52605,2470,86860,25393,10,100,455,26,2
1022,2046,85,3963,49,895,322,2047,153,151,234,414,81,2,138,2212,200,132,4511,33896,22101,19209,93620,944,5,76,405,4,10
1023,3565,2401,3073,304,58,259,1595,905,342,289,2352,38,279,13,829,144,118,2520,21890,46537,18358,138,12373,2,48,766,47,8
1024,1039,79,1026,319,938,367,428,603,286,1659,1139,78,278,91,1778,113,181,2229,45589,60284,3401,35600,8242,3,43,394,-45,8
1025,4331,1612,6170,9,26,371,2237,285,160,2404,513,89,85,107,2590,71,196,2698,31969,26353,24396,22950,33867,0,85,403,-31,8
1026,4057,2989,7527,492,457,45,587,859,150,864,829,15,10,58,2869,28,75,346,30432,61755,5225,9013,7660,8,79,567,22,6
1027,623,1210,6001,71,368,16,2110,108,499,2655,242,39,51,71,2694,18,84,4030,51865,60222,3767,45844,28849,7,16,836,5,5
1028,1678,2997,4045,480,977,80,1194,546,120,1066,1520,35,32,77,1806,27,5,2996,56929,53515,24096,1738,39293,10,13,577,19,1
1029,3434,1415,911,222,344,193,1185,594,471,1684,162,36,48,188,2574,196,167,2938,52418,38149,8392,93539,28757,3,45,744,9,7
1030,2156,2750,1601,384,469,427,2783,817,488,1474,769,33,181,31,729,74,110,1466,25566,61919,525,82671,15228,1,29,408,16,9
1031,4682,298,2630,434,937,232,1443,597,280,2473,394,46,103,60,2880,175,140,1444,36615,37393,572,86875,510,0,79,596,-22,0
1032,92,773,2805,173,336,405,671,113,100,321,2975,89,78,182,1886,97,14,3261,30079,61302,27323,14107,30709,5,48,561,25,1
1033,2988,2789,7730,10,607,176,1483,805,332,1963,2765,74,229,66,1920,91,84,1639,40803,53552,5833,95161,6360,3,16,551,-44,7
1034,2097,214,5669,254,803,496,741,471,359,78,2050,47,143,178,1440,17,181,4672,29448,56672,2326,90036,5970,5,74,413,-28,5
1035,2355,153,7097,37,515,251,1962,171,167,363,2803,29,441,142,1292,175,160,435,38382,58797,5064,12622,33725,7,50,344,-13,4
1036,3001,755,2280,396,194,249,2077,6,157,1510,2767,48,559,36,486,85,188,2985,53539,16931,24548,9664,5590,2,26,429,-21,3
1037,3287,638,3059,19,786,160,209,990,417,1372,2535,38,58,118,620,194,44,3647,45587,22830,11549,84755,43208,5,20,773,50,2
1038,2108,1862,4469,470,805,345,2410,116,23,1225,767,73,329,191,2846,97,43,3553,47300,34799,3292,82266,40246,10,60,662,-35,8
1039,3656,2201,4946,86,914,288,1187,609,71,1630,431,15,242,27,329,93,4,3812,20755,35361,20824,30877,30710,1,50,446,-3,8
1040,1626,993,3465,380,818,384,599,671,333,335,2241,95,517,19,2291,39,98,3830,35072,10405,26795,88460,16771,6,10,751,26,5
1041,1075,1596,9147,263,875,462,1625,889,147,351,603,2,372,39,1261,192,103,3114,30156,63728,20520,73461,15762,6,43,647,42,2
1042,1701,748,1386,26,814,330,31,529,230,1587,1754,27,265,164,2222,52,118,3643,24595,66725,25465,59209,46308,1,77,498,28,2
1043,894,2987,1868,178,103,467,1005,352,295,1031,322,28,103,15,2525,162,147,122,33889,53792,19144,65440,26905,1,31,689,45,8
1044,3805,265,9378,64,64,23,484,38,155,647,2753,1,195,24,2305,104,193,2794,41488,15109,6306,36464,15442,7,21,682,1,3
1045,4532,2086,5870,68,393,19,845,544,206,454,14,50,29,146,435,102,12,4420,22981,31870,28351,45590,46307,3,31,382,-17,10
1046,4116,1850,3561,88,864,368,1473,263,71,2944,2453,73,529,46,2895,111,85,2898,23681,12652,507,55142,28527,4,0,787,30,0
1047,4177,2072,6460,429,817,35,139,139,487,1265,858,66,328,145,835,23,127,1200,49603,30877,6899,4934,29222,2,92,647,44,3
1048,2407,1253,7409,337,614,181,1267,622,48,500,358,75,298,104,498,4,34,2732,33588,11280,3051,82514,15497,2,72,750,-4,6
1049,2,1025,6645,186,340,456,2691,100,318,2659,1691,92,226,106,2141,93,99,3464,39232,17334,9734,19108,12449,9,24,641,35,10
1050,1579,962,8611,138,353,356,2255,131,394,1734,673,22,405,161,951,114,36,3976,27992,57270,18060,16840,1993,0,7,654,37,8
1051,3449,2697,2633,276,631,144,2270,349,124,1381,528,64,363,27,410,38,1,4418,36050,51508,29439,64105,15450,4,26,559,-4,4
1052,3809,1256,9777,116,689,398,246,570,355,1576,1627,50,10,22,2489,84,194,791,24983,54889,26482,51845,37135,10,21,308,-28,8
1053,171,869,8323,151,260,341,2113,46,352,2211,1629,95,482,150,1691,74,112,649,28344,65676,12064,91365,41876,10,83,773,32,9
1054,1876,792,6918,473,254,250,2157,543,441,1129,2875,85,444,47,2479,190,194,954,45871,64757,15146,71081,48594,6,54,309,14,9
1055,920,1927,2220,108,811,44,443,121,488,939,521,65,117,29,2646,21,77,4078,46805,68514,23401,74698,31444,4,38,766,34,9
1056,4792,781,3832,315,200,128,1521,610,136,406,104,33,213,153,66,51,152,3548,52632,62650,19628,61645,15113,8,54,727,5,8
1057,4267,2097,3733,78,628,317,1094,962,417,737,969,94,317,188,2252,159,25,4614,52093,49376,3107,75534,6489,0,49,728,-16,3
1058,3522,1868,7506,81,842,366,1544,613,300,626,1066,91,565,109,789,189,119,1228,37431,56716,15109,30545,2468,8,82,386,44,9
1059,2324,785,205,185,820,410,1748,69,233,2894,2975,49,496,5,2946,161,42,1144,42085,34403,26733,88072,40414,0,94,723,-2,2
1060,4394,2194,6256,9,140,376,196,272,44,46,2610,73,38,66,1060,182,25,2672,59382,27778,11394,71238,13653,4,16,363,-33,4
1061,2898,600,8920,323,359,418,1169,664,305,1776,1773,90,332,78,2369,153,173,1400,34537,53535,25328,20685,7936,0,53,480,34,9
1062,873,2445,4614,333,571,279,2023,354,335,2355,2702,23,591,54,1154,22,44,3938,48845,36327,14410,40929,49771,7,12,437,20,6
1063,630,2973,1357,445,220,5,1788,30,317,360,1152,19,64,22,994,143,4,4681,25590,32070,9286,47438,45536,0,69,518,-18,1
1064,2695,2163,5351,88,419,99,1462,477,447,440,1570,25,118,28,1016,178,78,3879,41500,65022,9959,31873,35738,0,65,735,28,8
1065,2097,2087,2947,189,675,10,2519,204,268,205,1715,78,391,121,897,185,88,4065,39993,27792,23399,90204,42268,8,68,680,5,3
1066,4125,676,3129,194,35,125,603,315,106,86,1176,6,81,43,921,117,179,446,23462,19195,26242,94515,40393,4,56,573,25,2
1067,4445,2938,691,353,158,384,255,703,454,2831,488,31,366,11,683,132,145,3379,44420,38879,5845,78545,4455,5,64,438,18,3
1068,833,1729,191,391,372,220,1230,617,184,1133,2977,89,368,169,2993,22,30,2625,33930,41400,29860,80501,31777,7,74,454,-26,8
1069,2025,6,8800,203,274,93,560,581,98,1064,1167,51,134,31,288,18,34,1106,58915,39673,13042,39900,36335,4,44,776,18,8
1070,1184,2819,855,97,830,13,1832,671,8,1313,996,30,393,127,177,88,90,2150,25848,40600,16971,32346,34499,1,1,725,-10,10
1071,4253,992,7109,417,986,387,2129,810,260,174,665,12,539,81,246,46,152,2736,26430,24505,298,48664,32719,6,47,445,-18,6
1072,2654,2573,9638,444,551,344,2448,498,500,920,2141,23,376,147,1999,78,159,707,42808,22560,2502,82020,41984,8,78,781,4,8
1073,4209,1146,314,182,200,143,533,304,148,1248,519,82,437,104,2683,46,43,2309,38230,35308,20542,85989,36198,7,53,767,39,5
1074,4442,2645,6829,128,626,385,602,304,124,472,391,23,223,87,600,100,111,1042,53633,65473,21038,50363,33314,6,45,502,-12,10
1075,2365,640,1411,408,584,228,1101,474,352,1168,1588,59,367,30,987,189,196,2615,54387,40280,13000,32005,36545,1,62,489,-33,8
1076,4508,1706,8398,64,882,80,2234,71,499,95,1582,90,105,118,987,197,8,1949,27554,25725,4196,61127,2615,9,19,420,-23,5
1077,2006,918,8383,71,936,47,1815,218,235,1608,1601,80,327,143,2268,160,69,1860,49671,69661,12554,8646,43830,8,17,484,48,9
1078,3844,1573,6516,148,247,471,2291,213,382,1753,1409,56,88,197,369,173,72,293,56698,32438,8869,96231,14393,10,82,660,-41,5
1079,4771,541,4666,315,220,304,362,787,281,1205,242,49,549,171,2413,99,30,200,24263,60663,18020,25323,44166,6,51,645,4,6
1080,925,1246,8621,438,385,146,897,99,279,351,2462,59,227,148,993,24,52,2353,26976,62561,2106,12770,44464,4,22,513,-2,10
1081,4918,1095,5109,323,862,123,540,871,187,2093,480,9,302,171,2053,48,127,3976,22226,14668,18341,59781,33931,0,52,588,-27,1
1082,2082,2425,5145,8,386,143,2048,391,303,2246,2664,10,509,123,874,193,151,4897,31121,40786,21934,21118,41534,3,55,627,-41,6
1083,2204,1679,8373,67,420,177,404,786,232,2698,2401,68,575,97,1175,148,59,3940,53222,65499,21332,34620,11286,1,53,534,16,5
1084,3574,180,8253,125,98,308,526,97,124,2441,1848,33,400,1,1075,14,66,2020,34508,15164,22990,64163,16701,5,15,493,4,4
1085,2229,566,3000,78,768,43,2653,994,373,2629,2785,6,218,124,1847,176,31,2461,37769,40867,16407,33588,25287,0,78,646,-28,5
1086,3045,1395,3922,158,287,257,1876,831,57,986,2859,52,472,166,815,126,138,2913,58267,28777,7266,60130,32687,8,32,668,-20,7
1087,1443,274,4196,192,217,31,2822,346,177,163,2366,75,437,97,1886,53,148,2873,35273,21144,12396,80564,21046,8,81,727,2,4
1088,1937,1174,788,421,786,345,2361,892,429,1090,2106,45,457,119,2407,66,141,227,49336,66728,23962,5518,1771,10,83,390,-36,0
1089,1176,1551,1992,36,601,249,2449,499,336,1676,509,13,486,123,1378,64,18,3619,46843,26673,21017,40670,7686,5,69,721,44,5
1090,4930,1334,3564,246,328,464,1122,461,428,1715,1188,69,440,71,1967,77,170,559,44443,55170,19123,78861,12173,3,57,550,-49,9
1091,137,1408,3896,298,619,232,1211,593,206,1755,1441,48,562,193,767,131,100,3394,33170,53537,22788,97076,13597,9,88,723,31,8
1092,2022,2756,66,418,409,24,268,301,26,2047,1443,75,259,184,119,65,108,2047,52593,65713,18121,61390,42306,0,45,586,8,4
1093,768,2839,5381,358,180,193,2306,696,170,1029,2737,10,247,89,1878,1,73,2034,30598,35903,27827,95479,1789,8,18,685,-5,7
1094,2614,85,8916,281,175,477,2504,812,153,2359,1020,68,397,185,1475,194,91,2960,42942,14712,22026,86480,8408,9,79,368,-9,4
1095,537,769,9627,166,490,494,202,579,271,39,1948,76,351,126,204,133,9,3255,59452,16273,27683,64618,25806,3,100,830,13,2
1096,1643,1947,3208,193,183,353,2454,595,322,2572,1585,56,4,182,2601,83,173,2503,27220,33157,8051,90262,48462,8,75,667,32,0
1097,2473,281,4416,292,129,433,259,969,139,1263,2684,90,169,55,2072,167,130,882,37270,11895,12275,3092,22590,9,100,831,11,9
1098,2278,65,2163,353,811,35,1681,570,472,1429,62,94,353,68,2180,179,78,1925,23207,67132,13529,45983,18566,6,98,711,-22,4
1099,4703,68,2560,93,192,64,1280,545,90,1992,2286,42,397,40,2391,179,170,3465,23800,39622,29632,64715,20604,4,28,664,13,4
1100,1674,2433,569,396,533,106,110,711,360,2200,1665,51,306,132,2381,6,181,880,39658,48744,26109,2356,9986,7,43,742,0,0
1101,3385,642,2922,288,356,429,1976,405,7,2933,646,29,517,33,2244,81,46,939,24977,56799,13701,99341,7954,3,0,846,38,5
1102,2357,271,9814,351,135,171,2796,443,175,2956,552,61,13,178,1184,31,139,881,30637,67795,18955,97204,33230,3,52,346,-36,10
1103,304,875,9839,399,900,483,191,222,437,2007,2267,14,362,123,2328,90,83,3545,32147,46263,29542,54697,21114,7,98,561,-24,9
1104,2741,1552,3214,58,664,203,1823,226,146,469,2490,46,149,69,1945,147,56,4236,40671,36697,2022,6756,19930,9,79,475,34,6
1105,3008,2110,524,475,11,116,824,89,5,653,1259,83,258,130,1838,148,73,2605,33056,58080,395,71333,18417,10,87,350,-33,3
1106,2026,90,1741,426,667,191,829,782,482,922,178,41,227,86,2062,145,87,4504,51161,36840,28945,2340,34195,2,93,816,30,5
1107,3983,780,9966,423,79,342,1223,130,167,1285,1331,99,160,177,1290,42,180,1409,31054,54361,5531,13383,7086,6,67,744,-50,2
1108,1252,1160,7518,254,115,364,555,995,397,1111,2242,12,326,106,791,17,0,2330,53169,36645,12175,36048,7445,4,29,323,1,7
1109,4924,1413,4585,210,531,387,2035,175,201,750,1640,45,485,169,507,193,1,1836,39470,29850,6502,66554,13241,1,100,431,28,3
1110,1698,104,6831,390,664,182,2514,427,350,1240,2013,17,172,110,2758,29,82,2367,39809,34263,3438,88341,32581,0,40,692,-33,7
